Task #1003913882: depth 12, type 2, seed 1003913882, output 1694948583 (0 descendants)
Task #4121490409: depth 11, type 4, seed 4121490409, output 1650800481 (0 descendants)
Task #4122359872: depth 11, type 1, seed 4122359872, output 951405 (0 descendants)
Task #4123113226: depth 12, type 5, seed 4123113226, output 1440643607 (0 descendants)
Task #4128279548: depth 11, type 5, seed 4128279548, output 1675643746 (6 descendants)
Task #4129138079: depth 11, type 5, seed 4129138079, output 2150136885 (2 descendants)
Task #4133356068: depth 12, type 1, seed 4133356068, output 299090 (0 descendants)
Task #413559174: depth 10, type 4, seed 413559174, output 1697986098 (0 descendants)
Task #4138561076: depth 10, type 4, seed 4138561076, output 1647457329 (1 descendants)
Task #4139682511: depth 12, type 5, seed 4139682511, output 47095238 (0 descendants)
Task #4142065494: depth 9, type 1, seed 4142065494, output 1023533 (0 descendants)
Task #414478644: depth 11, type 2, seed 414478644, output 3376955481 (0 descendants)
Task #4153455651: depth 12, type 5, seed 4153455651, output 3441225760 (0 descendants)
Task #4155596570: depth 11, type 5, seed 4155596570, output 4208705012 (4 descendants)
Task #4156396378: depth 9, type 3, seed 4156396378, output 14901 (1 descendants)
Task #415899250: depth 12, type 1, seed 415899250, output 848006 (0 descendants)
Task #4162888448: depth 9, type 1, seed 4162888448, output 821534 (3 descendants)
Task #4163740223: depth 4, type 5, seed 4163740223, output 1511130462 (1 descendants)
Task #4164823567: depth 11, type 2, seed 4164823567, output 1033566387 (2 descendants)
Task #4166181635: depth 12, type 1, seed 4166181635, output 613111 (0 descendants)
Task #4167408095: depth 11, type 4, seed 4167408095, output 1700869986 (0 descendants)
Task #417069314: depth 11, type 5, seed 417069314, output 1465478612 (3 descendants)
Task #4174233647: depth 12, type 2, seed 4174233647, output 1607862903 (0 descendants)
Task #4175048358: depth 10, type 1, seed 4175048358, output 1037275 (0 descendants)
Task #4176842345: depth 11, type 4, seed 4176842345, output 809055282 (1 descendants)
Task #4177008758: depth 7, type 3, seed 4177008758, output 13904 (1 descendants)
Task #4177238829: depth 12, type 4, seed 4177238829, output 909271608 (0 descendants)
Task #4177710669: depth 12, type 4, seed 4177710669, output 1681209651 (0 descendants)
Task #4183451554: depth 12, type 2, seed 4183451554, output 3739917063 (0 descendants)
Task #4189358521: depth 11, type 3, seed 4189358521, output 22687 (2 descendants)
Task #4194475750: depth 11, type 4, seed 4194475750, output 1714434145 (2 descendants)
Task #4196942085: depth 11, type 2, seed 4196942085, output 703948780 (3 descendants)
Task #4197293556: depth 12, type 5, seed 4197293556, output 1434939471 (0 descendants)
Task #4197399932: depth 10, type 5, seed 4197399932, output 4291829887 (1 descendants)
Task #4197507405: depth 8, type 5, seed 4197507405, output 4235416669 (1 descendants)
Task #4197598934: depth 12, type 2, seed 4197598934, output 2881476053 (0 descendants)
Task #4198291441: depth 12, type 2, seed 4198291441, output 463079165 (0 descendants)
Task #4199585890: depth 9, type 5, seed 4199585890, output 3639521877 (1 descendants)
Task #420421066: depth 12, type 4, seed 420421066, output 845439795 (0 descendants)
Task #4208210859: depth 10, type 3, seed 4208210859, output 24027 (1 descendants)
Task #4210219730: depth 12, type 2, seed 4210219730, output 687539947 (0 descendants)
Task #4212031808: depth 11, type 2, seed 4212031808, output 4098139778 (1 descendants)
Task #4214309389: depth 11, type 1, seed 4214309389, output 160089 (2 descendants)
Task #4216232789: depth 12, type 2, seed 4216232789, output 679168511 (0 descendants)
Task #4217767279: depth 11, type 2, seed 4217767279, output 2567466513 (2 descendants)
Task #4218004366: depth 12, type 2, seed 4218004366, output 296378853 (0 descendants)
Task #4219826637: depth 9, type 5, seed 4219826637, output 1967355290 (2 descendants)
Task #4219870039: depth 8, type 4, seed 4219870039, output 1714959673 (2 descendants)
Task #4223022585: depth 11, type 3, seed 4223022585, output 14332 (1 descendants)
Task #4225135411: depth 11, type 5, seed 4225135411, output 3786249392 (1 descendants)
Task #4228254486: depth 11, type 3, seed 4228254486, output 12597 (2 descendants)
Task #4230172857: depth 11, type 4, seed 4230172857, output 1714697827 (2 descendants)
Task #4231249458: depth 11, type 1, seed 4231249458, output 269031 (0 descendants)
Task #4233559949: depth 11, type 2, seed 4233559949, output 256314616 (1 descendants)
Task #4234356958: depth 11, type 5, seed 4234356958, output 1370368846 (2 descendants)
Task #4234739325: depth 11, type 1, seed 4234739325, output 930893 (1 descendants)
Task #4237681416: depth 9, type 1, seed 4237681416, output 870421 (0 descendants)
Task #42393764: depth 11, type 3, seed 42393764, output 13721 (1 descendants)
Task #4239765672: depth 12, type 4, seed 4239765672, output 862217270 (0 descendants)
Task #4240253617: depth 10, type 1, seed 4240253617, output 907482 (1 descendants)
Task #4242510670: depth 12, type 1, seed 4242510670, output 393011 (0 descendants)
Task #4249262936: depth 12, type 4, seed 4249262936, output 808935985 (0 descendants)
Task #4254371530: depth 12, type 4, seed 4254371530, output 811754854 (0 descendants)
Task #4263852591: depth 11, type 3, seed 4263852591, output 17945 (3 descendants)
Task #4265758746: depth 5, type 5, seed 4265758746, output 86336826 (2 descendants)
Task #4267840888: depth 12, type 5, seed 4267840888, output 3417681852 (0 descendants)
Task #4273883689: depth 10, type 4, seed 4273883689, output 808990054 (1 descendants)
Task #4274376949: depth 9, type 4, seed 4274376949, output 1664300594 (2 descendants)
Task #4274497718: depth 12, type 2, seed 4274497718, output 3517472229 (0 descendants)
Task #4274650608: depth 11, type 2, seed 4274650608, output 939171135 (1 descendants)
Task #4277795602: depth 10, type 5, seed 4277795602, output 152901384 (5 descendants)
Task #4280756179: depth 10, type 3, seed 4280756179, output 17039 (1 descendants)
Task #4282333268: depth 11, type 5, seed 4282333268, output 2103621865 (1 descendants)
Task #4288277209: depth 12, type 5, seed 4288277209, output 190787924 (0 descendants)
Task #4292427838: depth 12, type 4, seed 4292427838, output 1633969763 (0 descendants)
Task #42925720: depth 10, type 4, seed 42925720, output 943010917 (0 descendants)
Task #4294238668: depth 12, type 1, seed 4294238668, output 573767 (0 descendants)
Task #4294720296: depth 12, type 1, seed 4294720296, output 186506 (0 descendants)
Task #4294762224: depth 9, type 2, seed 4294762224, output 1547144021 (3 descendants)
Task #433692578: depth 8, type 3, seed 433692578, output 13039 (0 descendants)
Task #43550601: depth 12, type 3, seed 43550601, output 16529 (0 descendants)
Task #436122769: depth 11, type 2, seed 436122769, output 2501912144 (1 descendants)
Task #443263206: depth 9, type 4, seed 443263206, output 875913529 (2 descendants)
Task #44665992: depth 12, type 5, seed 44665992, output 2545503346 (0 descendants)
Task #44945938: depth 6, type 2, seed 44945938, output 3210308497 (3 descendants)
Task #451138289: depth 12, type 5, seed 451138289, output 1697911551 (0 descendants)
Task #452110550: depth 11, type 3, seed 452110550, output 14717 (2 descendants)
Task #452253732: depth 8, type 5, seed 452253732, output 1670833741 (1 descendants)
Task #453941558: depth 8, type 4, seed 453941558, output 1650615395 (1 descendants)
Task #457679747: depth 11, type 2, seed 457679747, output 4225840709 (0 descendants)
Task #461818078: depth 11, type 4, seed 461818078, output 942881074 (2 descendants)
Task #467875242: depth 12, type 1, seed 467875242, output 531945 (0 descendants)
Task #469359024: depth 11, type 5, seed 469359024, output 1192440990 (3 descendants)
Task #471687643: depth 7, type 4, seed 471687643, output 1681208118 (3 descendants)
Task #47358283: depth 9, type 5, seed 47358283, output 789199602 (2 descendants)
Task #481215456: depth 12, type 2, seed 481215456, output 3237401294 (0 descendants)
Task #482416496: depth 12, type 2, seed 482416496, output 2765509474 (0 descendants)
Task #484774225: depth 10, type 2, seed 484774225, output 1995238453 (3 descendants)
Task #488349839: depth 11, type 5, seed 488349839, output 20822793 (0 descendants)
Task #488929907: depth 12, type 4, seed 488929907, output 945960549 (0 descendants)
Task #489760093: depth 11, type 2, seed 489760093, output 1814451101 (1 descendants)
Task #494114085: depth 12, type 5, seed 494114085, output 2416639911 (0 descendants)
Task #495294386: depth 10, type 5, seed 495294386, output 1022767154 (1 descendants)
Task #496837687: depth 10, type 2, seed 496837687, output 2670590999 (1 descendants)
Task #496862526: depth 11, type 4, seed 496862526, output 842622005 (2 descendants)
Task #50225384: depth 10, type 4, seed 50225384, output 912405297 (1 descendants)
Task #50387466: depth 12, type 1, seed 50387466, output 581976 (0 descendants)
Task #504787571: depth 9, type 2, seed 504787571, output 843250031 (2 descendants)
Task #509959904: depth 11, type 5, seed 509959904, output 1669805664 (1 descendants)
Task #510116741: depth 10, type 1, seed 510116741, output 132957 (2 descendants)
Task #513450648: depth 10, type 3, seed 513450648, output 15237 (2 descendants)
Task #515296088: depth 7, type 3, seed 515296088, output 16195 (1 descendants)
Task #518859488: depth 12, type 5, seed 518859488, output 461557520 (0 descendants)
Task #52249789: depth 11, type 2, seed 52249789, output 2185285345 (1 descendants)
Task #525133600: depth 10, type 1, seed 525133600, output 777452 (4 descendants)
Task #528341221: depth 12, type 3, seed 528341221, output 15008 (0 descendants)
Task #530505749: depth 7, type 4, seed 530505749, output 1717855800 (1 descendants)
Task #535220559: depth 11, type 3, seed 535220559, output 16207 (0 descendants)
Task #543812916: depth 8, type 4, seed 543812916, output 962814822 (1 descendants)
Task #544254212: depth 9, type 5, seed 544254212, output 3947324436 (0 descendants)
Task #544637113: depth 10, type 3, seed 544637113, output 20781 (2 descendants)
Task #54471927: depth 9, type 2, seed 54471927, output 937207387 (1 descendants)
Task #545320920: depth 11, type 5, seed 545320920, output 4025039916 (4 descendants)
Task #556911828: depth 11, type 5, seed 556911828, output 1316433834 (2 descendants)
Task #557253465: depth 11, type 1, seed 557253465, output 824710 (0 descendants)
Task #557621123: depth 7, type 5, seed 557621123, output 4282966965 (1 descendants)
Task #559445270: depth 12, type 2, seed 559445270, output 3594116250 (0 descendants)
Task #563531: depth 11, type 3, seed 563531, output 10592 (2 descendants)
Task #563664955: depth 11, type 3, seed 563664955, output 21865 (1 descendants)
Task #56466833: depth 11, type 5, seed 56466833, output 1405840591 (1 descendants)
Task #58537147: depth 12, type 4, seed 58537147, output 929248051 (0 descendants)
Task #587553003: depth 3, type 4, seed 587553003, output 1680893497 (1 descendants)
Task #596840128: depth 12, type 3, seed 596840128, output 12016 (0 descendants)
Task #601382927: depth 10, type 1, seed 601382927, output 829439 (5 descendants)
Task #602385642: depth 10, type 3, seed 602385642, output 18713 (2 descendants)
Task #605644494: depth 2, type 1, seed 605644494, output 975017 (0 descendants)
Task #605748058: depth 12, type 4, seed 605748058, output 879113828 (0 descendants)
Task #61103061: depth 12, type 4, seed 61103061, output 1717712994 (0 descendants)
Task #611182630: depth 11, type 1, seed 611182630, output 1058018 (2 descendants)
Task #611434482: depth 9, type 4, seed 611434482, output 1647719221 (1 descendants)
Task #611739140: depth 12, type 3, seed 611739140, output 18469 (0 descendants)
Task #613271415: depth 10, type 5, seed 613271415, output 1358643380 (3 descendants)
Task #615537901: depth 10, type 1, seed 615537901, output 416886 (1 descendants)
Task #619472112: depth 12, type 3, seed 619472112, output 12914 (0 descendants)
Task #621845446: depth 11, type 5, seed 621845446, output 707330929 (3 descendants)
Task #635152442: depth 12, type 3, seed 635152442, output 14490 (0 descendants)
Task #636724250: depth 12, type 2, seed 636724250, output 1237381876 (0 descendants)
Task #638152408: depth 12, type 3, seed 638152408, output 14830 (0 descendants)
Task #64497426: depth 6, type 4, seed 64497426, output 862086753 (1 descendants)
Task #646159092: depth 10, type 3, seed 646159092, output 17840 (1 descendants)
Task #647252277: depth 11, type 1, seed 647252277, output 297610 (0 descendants)
Task #647320115: depth 10, type 3, seed 647320115, output 17911 (3 descendants)
Task #64750275: depth 11, type 4, seed 64750275, output 858993458 (1 descendants)
Task #648569324: depth 12, type 2, seed 648569324, output 1035570790 (0 descendants)
Task #655039510: depth 10, type 1, seed 655039510, output 618308 (1 descendants)
Task #656093161: depth 12, type 2, seed 656093161, output 3631106977 (0 descendants)
Task #67095291: depth 12, type 3, seed 67095291, output 17000 (0 descendants)
Task #682399971: depth 10, type 3, seed 682399971, output 12816 (0 descendants)
Task #69668356: depth 12, type 5, seed 69668356, output 2032714488 (0 descendants)
Task #697887309: depth 11, type 3, seed 697887309, output 16315 (3 descendants)
Task #699253083: depth 10, type 3, seed 699253083, output 18834 (1 descendants)
Task #699337622: depth 12, type 4, seed 699337622, output 1714501173 (0 descendants)
Task #699724832: depth 11, type 1, seed 699724832, output 528518 (2 descendants)
Task #70535358: depth 12, type 5, seed 70535358, output 2501396555 (0 descendants)
Task #705831744: depth 10, type 4, seed 705831744, output 1647730993 (1 descendants)
Task #70592191: depth 12, type 3, seed 70592191, output 19263 (0 descendants)
Task #708183351: depth 11, type 3, seed 708183351, output 19395 (1 descendants)
Task #709052180: depth 12, type 2, seed 709052180, output 1348986489 (0 descendants)
Task #71001750: depth 12, type 5, seed 71001750, output 3020326533 (0 descendants)
Task #714879118: depth 11, type 1, seed 714879118, output 529145 (0 descendants)
Task #717687296: depth 7, type 3, seed 717687296, output 21666 (2 descendants)
Task #722952516: depth 11, type 4, seed 722952516, output 926377313 (0 descendants)
Task #726506624: depth 12, type 1, seed 726506624, output 998042 (0 descendants)
Task #728036317: depth 6, type 5, seed 728036317, output 2756995288 (2 descendants)
Task #733205839: depth 12, type 4, seed 733205839, output 912535860 (0 descendants)
Task #73345026: depth 10, type 2, seed 73345026, output 1846957373 (0 descendants)
Task #736307100: depth 10, type 2, seed 736307100, output 3413922204 (1 descendants)
Task #737162148: depth 11, type 4, seed 737162148, output 875770469 (2 descendants)
Task #738358932: depth 12, type 2, seed 738358932, output 1885458909 (0 descendants)
Task #743082281: depth 9, type 5, seed 743082281, output 2566277883 (3 descendants)
Task #746578146: depth 12, type 1, seed 746578146, output 1045641 (0 descendants)
Task #75273871: depth 10, type 1, seed 75273871, output 357970 (1 descendants)
Task #755853960: depth 12, type 5, seed 755853960, output 517257864 (0 descendants)
Task #76093629: depth 12, type 5, seed 76093629, output 624966791 (0 descendants)
Task #761394879: depth 9, type 5, seed 761394879, output 1992220516 (4 descendants)
Task #764766748: depth 9, type 2, seed 764766748, output 3388216108 (2 descendants)
Task #765967121: depth 12, type 4, seed 765967121, output 1717855793 (0 descendants)
Task #77003723: depth 10, type 1, seed 77003723, output 792425 (3 descendants)
Task #77323208: depth 11, type 1, seed 77323208, output 310402 (0 descendants)
Task #773348409: depth 11, type 5, seed 773348409, output 1862709960 (2 descendants)
Task #773885916: depth 9, type 1, seed 773885916, output 560409 (1 descendants)
Task #775227276: depth 11, type 1, seed 775227276, output 775015 (1 descendants)
Task #777975204: depth 11, type 3, seed 777975204, output 17276 (1 descendants)
Task #781375480: depth 11, type 1, seed 781375480, output 869026 (0 descendants)
Task #782364030: depth 12, type 1, seed 782364030, output 290522 (0 descendants)
Task #78458992: depth 3, type 4, seed 78458992, output 858929200 (3 descendants)
Task #787215717: depth 10, type 4, seed 787215717, output 825701732 (3 descendants)
Task #788543137: depth 12, type 2, seed 788543137, output 1406575804 (0 descendants)
Task #792153345: depth 11, type 3, seed 792153345, output 24632 (0 descendants)
Task #792798271: depth 8, type 3, seed 792798271, output 18158 (1 descendants)
Task #798378052: depth 12, type 2, seed 798378052, output 2822652615 (0 descendants)
Task #801048054: depth 9, type 4, seed 801048054, output 945960760 (0 descendants)
Task #8019111: depth 11, type 5, seed 8019111, output 2015991315 (2 descendants)
Task #802379854: depth 5, type 1, seed 802379854, output 494016 (1 descendants)
Task #803622923: depth 7, type 2, seed 803622923, output 412451311 (1 descendants)
Task #803775940: depth 12, type 3, seed 803775940, output 16667 (0 descendants)
Task #804008083: depth 9, type 1, seed 804008083, output 909739 (3 descendants)
Task #80432231: depth 5, type 5, seed 80432231, output 2288218259 (2 descendants)
Task #815008612: depth 12, type 1, seed 815008612, output 509014 (0 descendants)
Task #82020390: depth 12, type 3, seed 82020390, output 19179 (0 descendants)
Task #822059547: depth 12, type 1, seed 822059547, output 550411 (0 descendants)
Task #827591084: depth 12, type 4, seed 827591084, output 1647850294 (0 descendants)
Task #831744627: depth 12, type 2, seed 831744627, output 261105799 (0 descendants)
Task #834704603: depth 12, type 4, seed 834704603, output 909195060 (0 descendants)
Task #84599715: depth 9, type 2, seed 84599715, output 4225215898 (3 descendants)
Task #848943106: depth 11, type 3, seed 848943106, output 16479 (4 descendants)
Task #853969586: depth 11, type 3, seed 853969586, output 23752 (1 descendants)
Task #854408484: depth 11, type 5, seed 854408484, output 2875968316 (0 descendants)
Task #85497557: depth 8, type 3, seed 85497557, output 14497 (2 descendants)
Task #855819934: depth 12, type 5, seed 855819934, output 1825754298 (0 descendants)
Task #85637755: depth 11, type 1, seed 85637755, output 31299 (3 descendants)
Task #856823821: depth 9, type 4, seed 856823821, output 845308472 (0 descendants)
Task #859104675: depth 11, type 1, seed 859104675, output 1056639 (4 descendants)
Task #860487916: depth 11, type 3, seed 860487916, output 13797 (0 descendants)
Task #861337438: depth 11, type 3, seed 861337438, output 12273 (1 descendants)
Task #861743166: depth 7, type 1, seed 861743166, output 484755 (1 descendants)
Task #868831532: depth 12, type 2, seed 868831532, output 1651828657 (0 descendants)
Task #868852696: depth 11, type 5, seed 868852696, output 79189380 (1 descendants)
Task #871982695: depth 12, type 2, seed 871982695, output 3193855679 (0 descendants)
Task #875039328: depth 6, type 5, seed 875039328, output 2422190853 (1 descendants)
Task #875696021: depth 10, type 3, seed 875696021, output 15371 (2 descendants)
Task #876096455: depth 11, type 2, seed 876096455, output 940130154 (1 descendants)
Task #87825768: depth 4, type 2, seed 87825768, output 1857993946 (4 descendants)
Task #882654774: depth 5, type 1, seed 882654774, output 980398 (3 descendants)
Task #885381176: depth 12, type 4, seed 885381176, output 1647338545 (0 descendants)
Task #886397109: depth 12, type 5, seed 886397109, output 755142319 (0 descendants)
Task #886434826: depth 12, type 2, seed 886434826, output 405948928 (0 descendants)
Task #887308940: depth 11, type 2, seed 887308940, output 179133020 (0 descendants)
Task #888536970: depth 12, type 1, seed 888536970, output 600019 (0 descendants)
Task #891151752: depth 11, type 1, seed 891151752, output 1036628 (0 descendants)
Task #899458344: depth 12, type 1, seed 899458344, output 622614 (0 descendants)
Task #901579967: depth 8, type 4, seed 901579967, output 1715024228 (3 descendants)
Task #905536493: depth 12, type 5, seed 905536493, output 2135012579 (0 descendants)
Task #905720552: depth 11, type 3, seed 905720552, output 23446 (3 descendants)
Task #91290126: depth 5, type 3, seed 91290126, output 13213 (1 descendants)
Task #913071377: depth 12, type 2, seed 913071377, output 490168110 (0 descendants)
Task #913504119: depth 12, type 1, seed 913504119, output 647089 (0 descendants)
Task #924620654: depth 9, type 1, seed 924620654, output 1005692 (1 descendants)
Task #936605703: depth 12, type 3, seed 936605703, output 15194 (0 descendants)
Task #937460091: depth 12, type 1, seed 937460091, output 89684 (0 descendants)
Task #939518971: depth 12, type 3, seed 939518971, output 14483 (0 descendants)
Task #942600675: depth 8, type 1, seed 942600675, output 513641 (2 descendants)
Task #942976084: depth 12, type 3, seed 942976084, output 14449 (0 descendants)
Task #945350259: depth 8, type 1, seed 945350259, output 1058432 (0 descendants)
Task #947699458: depth 9, type 5, seed 947699458, output 3439578188 (2 descendants)
Task #954629857: depth 10, type 3, seed 954629857, output 21538 (2 descendants)
Task #955179714: depth 11, type 3, seed 955179714, output 14345 (2 descendants)
Task #956415659: depth 12, type 2, seed 956415659, output 2935793292 (0 descendants)
Task #958218239: depth 11, type 5, seed 958218239, output 3864150990 (2 descendants)
Task #965646974: depth 12, type 3, seed 965646974, output 13406 (0 descendants)
Task #970711749: depth 12, type 3, seed 970711749, output 17474 (0 descendants)
Task #973167308: depth 10, type 4, seed 973167308, output 1650615345 (2 descendants)
Task #974044891: depth 12, type 5, seed 974044891, output 3939633255 (0 descendants)
Task #975732390: depth 9, type 3, seed 975732390, output 28697 (1 descendants)
Task #978933739: depth 12, type 3, seed 978933739, output 12567 (0 descendants)
Task #979127153: depth 9, type 3, seed 979127153, output 9204 (3 descendants)
Task #979445877: depth 11, type 4, seed 979445877, output 842019381 (2 descendants)
Task #982111638: depth 11, type 1, seed 982111638, output 438360 (2 descendants)
Task #984556402: depth 11, type 5, seed 984556402, output 1136888293 (0 descendants)
Task #985876158: depth 12, type 2, seed 985876158, output 2628058898 (0 descendants)
Task #987688577: depth 12, type 1, seed 987688577, output 951831 (0 descendants)
Task #999046878: depth 8, type 3, seed 999046878, output 17794 (4 descendants)
